85,0.007874012
82,0.03937006
83,0.007874012
81,0.007874012
84,0.007874012
87,0.007874012
79,0.04724407
100,0.007874012
101,0.007874012
108,0.03937006
106,0.007874012
103,0.0629921
105,0.04724407
107,0.03149605
101,0.1811024
102,0.07086611
104,0.01574802
92,0.02362204
87,0.2283465
85,0.3149606
90,0.1968504
82,0.5826771
82,0.007874012
97,0.007874012
97,0.05511808
99,0.007874012
102,0.007874012
98,0.007874012
97,0.007874012
98,0.007874012
96,0.007874012
102,0.007874012
90,0.5354331
92,0.2677165
86,0.6377953
88,0.4251969
84,0.6220472
87,0.4173229
89,0.2283465
83,0.2283465
94,0.007874012
103,0.04724407
101,0.03149605
89,0.007874012
93,0.007874012
105,0.007874012
81,0.01574802
99,0.1968504
102,0.2125984
98,0.09448814
99,0.007874012
96,0.1732284
102,0.007874012
101,0.007874012
100,0.007874012
96,0.01574802
94,0.2519685
95,0.4566929
93,0.4409449
92,0.2440945
91,0.5748031
89,0.01574802
97,0.007874012
99,0.007874012
98,0.007874012
104,0.2440945
106,0.188
